ImageID,Labels,Caption
21245.jpg,1 18,A man bending over a metal rail petting a lamb
25204.jpg,19,A group of horses standing on a lush green field.
752.jpg,17,A kitten with blue eyes sitting on a colorful blanket.
3492.jpg,1,A little girl doing her little sisters hair.
14411.jpg,1 13,A baby and a little girl holing money on a bed.
8041.jpg,5,A small airplane flying over the top of a building.
8592.jpg,17,A small animal behind a short wire fence and a ball with world flags printed on it on the other side of the fence.
14515.jpg,2,A small living room has a tv and furniture.
27772.jpg,1,A tennis player prepares to hit a tennis ball during a match.
26548.jpg,10,a fence blocking off part of a road
24329.jpg,9 1,A person in a boat on the shore of a beach while another person stands outside it.
15241.jpg,1 7,A couple carrying their luggage off of a train.
23039.jpg,16,a white bird is standing near some water
24788.jpg,1 19,A polo player prepares to the the ball.
25594.jpg,1,Men on a couch have their laptop computers.
11818.jpg,3 11,A fire hydrant with a long flag sticking out of it.
8207.jpg,18,a dog that has a tooth brush in his mouth
18337.jpg,1,A group of people in ski gear standing in front of a fence.
1147.jpg,1,A greenhouse with various fruits and vegetables on tables.
9962.jpg,8 3 11,A bright yellow fire hydrant on the sidewalk by a road.
13291.jpg,16 9 1,A blue and white boat traveling across a large lake.
25322.jpg,4,A motorbike parked next to a bunch of potted plants.
13498.jpg,1 17,a girl lays on a bed with her dog
4751.jpg,1,a woman is smiling while eating a pizza
24660.jpg,1 3 6,A group of people standing outside of a bus with luggage.
18110.jpg,1,A plate of food that includes chicken and broccoli.
6836.jpg,1,There are players on the field but the Coca Cola advertisement stands out more.
24627.jpg,1,A group of people sitting at a table having a meal
10093.jpg,18,A living room filled with a couch and two chairs.
27982.jpg,1,a small child is playing in a field
15940.jpg,19,A man on a horse monument in front of a building.
10390.jpg,1,A man standing in front of barrels full of wine.
27502.jpg,1 15,A woman standing next to two men on a ski slope.
23809.jpg,16,Two birds walking beside each other in a field.
17662.jpg,3 14,A parking meter sitting on the side of a road.
25407.jpg,1,A boy with a smile sitting in a chair with a teddy bear.
19669.jpg,1,A couple of small wind boats on the water.
17906.jpg,1,A man lifting up a lid on a toilet in a bathroom.
13149.jpg,5,"The old, double engine plane is parked in the grass."
24554.jpg,10 1 2 3,A large number of pedestrians crossing a wide city street.
24026.jpg,18,A white dog laying underneath a bed on a carpet.
26069.jpg,1 3 6 15,A bus that is sitting near a building.
29298.jpg,1,A skier walking in skis up a snow covered slope.
17555.jpg,1 3,Several diners are seated at a restaurant table.
16228.jpg,1 4,Picture of something that is uncommonly key and plain.
20510.jpg,3 14,A parking meter at the curb of a city street.
5395.jpg,4,A motorcycle parked on top of a black rug.
7072.jpg,7,The front of a subway train in Japan
14961.jpg,1 10 3 6,A building being built with a double bus and cars driving around.
11401.jpg,1,A man riding on top of a board on water.
25780.jpg,1,"A yellow surfboard that reads "" Surf Rescue ""."
1045.jpg,3 7,A train passing through a lightly wooded area.
3308.jpg,15,A park bench is sitting in the trees.
23111.jpg,1 2 10,A woman walking down a street at night.
27141.jpg,14,Two parking meters are very close to each other.
16686.jpg,1 5,Jets and planes in a building with people.
22944.jpg,18,A black and white dog laying on a floral bedspread.
13939.jpg,16,A bird sitting on top of a white bowl next to a bird on a white plate.
5611.jpg,9,a large ship in a large body of water
4844.jpg,1,A man wearing business attire and blonde dreads is smiling for the camera.
6743.jpg,1,Two sets of people are at a tennis net.
3662.jpg,1,A person sitting in a corner on top of a mattress.
8518.jpg,1,A woman takes a bite from a large slice of pizza.
11032.jpg,1 3,A man wearing a tuxedo standing behind a microphone.
1530.jpg,8 3 5,A hangar filled with all sorts of military vehicles and aircraft.
16242.jpg,1 15,A man that is sitting in a chair by a skateboard.
3638.jpg,1 15,A man in a crowded park catches a frisbee.
6001.jpg,1 3 6 10 13,a tour bus riding outside an apple factory
22209.jpg,1 7,Many people are crowded into a train car.
22365.jpg,1,A woman and a little girl that are standing in the snow.
10477.jpg,16 1 19,A group of people standing below a stair case.
4596.jpg,8,An old white truck with a camper on the back.
25970.jpg,1,an image of a man on the phone
3284.jpg,1,a female holding a large sign in the middle of the street
25276.jpg,1,A man riding the waves on his surf board.
22838.jpg,1,A group of people repairing a Nintendo Wii game controller.
19548.jpg,16,A large billed bird standing in a room.
28147.jpg,1,A man with a knife cutting into a cake.
26354.jpg,13,A red stop sign with a no left turn sign.
22765.jpg,1 18 15,A group of friends pose for a picture while holding an adorable dog.
6527.jpg,1,A girl with a hat swinging her tennis racket.
7543.jpg,1 2 3 8 10 13,Traffic lights above a street with cars and buildings.
15535.jpg,1,They are playing video games together in the room.
12979.jpg,1 10 3 6,a man with a camera shoots his friends
5156.jpg,1,A lady holding a tennis racquet playing a game.
25253.jpg,17,A black cat laying on top of a computer desk next to a keyboard.
8648.jpg,1,four people standing up playing nintendo wii in a large room
8958.jpg,8 3 11,A white van parked in a parking lot next to a forest
19479.jpg,1,A pitcher on the mound throwing the ball during a baseball game.
25448.jpg,10 3,TRAFFIC SIGNALS AND SIGNS HANGING FROM ELECTRICAL WIRES WITH TREES IN THE BACKGROUND
6205.jpg,1,A large clock tower sitting next to the side of a street near a walkway.
23334.jpg,1 15,Two baseball players holding bats standing in the dugout.
11900.jpg,1,A television control room with computer monitors and control boards.
6528.jpg,2,"A desk area with speakers, laptop and computer monitor."
27111.jpg,1,A toddler bringing food to his mouth with a spoon.
8194.jpg,1,"A man holding up a yellow tablet with the letter ""g on it."""
19694.jpg,8 18,a close up of a cute dog face
10622.jpg,1,People sitting on a train on laptops or phones.
22656.jpg,4 14,A parking meter and a motor bike on the street.
27852.jpg,8 15,A black truck with a rhinoceros sculpture in the truck bed.
8014.jpg,1 11,A man in a dog costume hugging a giant red fire hydrant.
3725.jpg,1,A teddy bear nestled next to a swaddled baby.
24165.jpg,1,A person is trying to hit a tennis ball with a racket.
14050.jpg,1,A man in a suit with a mason's tie on.
14793.jpg,8 1 3 6,The small town of Finchingfield and its traffic circle
5816.jpg,1 3,a man sitting in a car wile looking at the camera
2726.jpg,1,Elderly man with beard standing in a suit.
6804.jpg,1,someones feet sitting next to a bag as another person looks in their bag
10940.jpg,1,Someone with a ring holding onto a Wii remote control
11306.jpg,17,a cat laying on a couch pillow while the rest of the living room is empty of people
10888.jpg,1,Two men standing beside each other at the tennis court
29905.jpg,11,A red fire hydrant sitting in the middle of a sidewalk.
1947.jpg,1 19,Several people and horses stand in a field.
8833.jpg,1,A young boy swinging a tennis racquet at a tennis ball.
532.jpg,1,a baseball player stretching while holding a baseball bat on a baseball field.
14333.jpg,1,A person coming off a big jump on a snowboard.
19677.jpg,1,People are standing around a carousel waiting for their luggage.
21509.jpg,1 10 6,a couple of buses are parked in a lot
18056.jpg,1 3,Children and adults playing outside among trees and awnings
17577.jpg,1,A girl standing in a living room and holding a remote control.
1612.jpg,1,A half full glass of red wine on a table.
10598.jpg,1,A couple of men standing on top of a grass covered field.
4645.jpg,13,a close up of a vandalized stop sign
23406.jpg,1,The table is filled with homemade food
18635.jpg,15,A black bear wreaking havoc in the backyard of someones house.
8083.jpg,5,An airplane flying in a blue sky with white clouds.
4771.jpg,18,A dog on a black background looking forward
1959.jpg,18,A dog is walking near a Christmas tree
24319.jpg,1,Older man using a  cellphone while another older gentleman looks from behind.
5333.jpg,1,A woman sitting at a table holding a wine glass.
21221.jpg,1,a tennis player with a racket in hand
16220.jpg,1,The man is doing a jump on his skateboard.
18172.jpg,13,A street sign on top of a stop sign with a building in the background.
6335.jpg,1,the man is brushing his teeth and taking a picture
25962.jpg,17,A very nice kitchen that is very clean.
6004.jpg,4,THERE IS A MOTORCYCLE THAT IS IN THE GRASS
28129.jpg,8,A blue semi truck without a trailer is parked along the curb.
8730.jpg,5,A jet propelled airplane sits stationary on blocks.
23600.jpg,1 2,A man riding a skateboard up the side of a ramp.
26967.jpg,7,a red white and black train engine is pulling its cars
16495.jpg,11,A black fire hydrant with a chain hanging from it.
21767.jpg,1,there are two men standing on the tennis court
6483.jpg,1 15,A man sitting on picnic bench in a field.
11839.jpg,1,Two girls compete to catch a Frisbee as people watch the game.
23561.jpg,1 3,The woman in a sport dress is holding a tennis racket.
1113.jpg,1,A man on a surfboard surfing in the ocean.
35.jpg,17 1,A cat is lying on its back in a man's lap.
1730.jpg,1 13,A man is standing under a stop sign.
8576.jpg,16,A black bird with a yellow beak in grass.
25155.jpg,3 11,A fire hydrant on a sidewalk near store fronts.
25985.jpg,3,A couple of cattle walking next to a car.
15758.jpg,1,A young boy standing in front of a sink next to a toilet.
1471.jpg,1,A surger walking around with a surfboard in the water.
13635.jpg,1,A person on a skateboard in mid air doing a trick for an audience.
11508.jpg,1 3 8 10 15,A bench with a painting on it near a truck.
26202.jpg,1,Grandma watches as granddaughter uses a pair of scissors
16230.jpg,1 2 18,a white dog is on a leash on the sidewalk
3448.jpg,1,A white plate full of beef stir fry.
7579.jpg,1 18,A dog on a counter by a standing man.
22593.jpg,15,Sunset at a beach near a street with an obelisk.
29020.jpg,1,A man that is kneeling in the grass.
1422.jpg,1 3,a big balloon type kite shaped like a convertable
13928.jpg,10,stop light placed near the ground beside a white building.
7692.jpg,1,A group of people standing around a table with a cake.
25291.jpg,1 2,A man walking across a tennis court while holding a racquet.
2055.jpg,1 19,A couple of men driving horse drawn carriages.
21362.jpg,1 3,"A man talks on a cell phone while standing in the road, at an intersection"
28206.jpg,1 15,A man sitting next to a woman on a park bench.
14719.jpg,1,A group of people throwing Frisbees in a grassy field in front of a lake.
8635.jpg,1,A man on a surfboard riding a wave.
21452.jpg,8 1,A person in the ocean in the air above a surf board.
17937.jpg,16,A pigeon sitting on top of a white table.
14082.jpg,1,A person is is flying high while skiing on the mountain.
21179.jpg,1 15,A man wearing a hat sitting on a bench beside a trash can.
20285.jpg,1,A woman standing next to a man in a kitchen.
14835.jpg,1,A beach with lots of people sitting and standing on it.
14205.jpg,1,A close up of a female getting her hair cut
1635.jpg,8 1 3,Shelves filled with cake and pastries in a store.
25189.jpg,8 1 10 3,A man walks down the sidewalk with a bag while traffic alongside him is in the road.
10720.jpg,1 10 19,Environmental change protestors escorted by police on horses.
20482.jpg,8 1 3 5,a truck sits next to a big plane
26808.jpg,1 10 3 6,A red double-decker bus parked next to a sidewalk.
25040.jpg,1 3 6,Two people crossing the street in front of a double decker bus in an urban area.
12125.jpg,10 3,A silver car on road next to trees and street signs.
22213.jpg,9 1,A bunch of people lounging at a beach near an ocean.
22290.jpg,1,a man in white is holding a tennis racket
28532.jpg,1 3,A woman standing in the back of a car holding two umbrellas.
29599.jpg,1,a baby that is next to a teddy bear
11542.jpg,3,The big brown  cows are in a field.
17039.jpg,1,a person riding a parachute surf board in a body of water
